x,y_zeroed
9.817120000077395e-05,0.0
0.00029817120000008574,0.0
0.000498171200000508,0.0
0.0006981712000009299,0.0
0.000898171199996467,0.0
0.00109817120000244,0.0
0.0012981711999999757,0.0
0.0014981712000010639,0.0
0.0016981711999988212,0.0
0.0018981711999999091,0.0
0.002098171200000109,0.0
0.0022981712000007537,0.0
0.0024981712000009537,0.0
0.002698171199997157,0.0
0.002898171200002464,0.0
0.0030981712000004435,0.0
0.003298171199999977,0.0
0.003498171199999289,0.0
0.003698171199999489,0.0
0.0038981712000010216,0.0
0.0040981712000003325,0.0
0.004298171200001644,0.0
0.0044981711999962926,0.0
0.0046981712000016,0.0
0.004898171199999135,0.0
0.0050981712,0.0
0.005298171199999091,0.0
0.005498171199999291,0.0
0.005698171200000823,0.0
0.0058981712000008004,0.0
0.0060981712000018895,0.0
0.00629817119999676,0.0
0.006498171200001624,0.0
0.006698171200000047,0.0
0.006898171200000025,0.0
0.007098171199999559,0.0
0.007298171199999091,0.0
0.007498171200000403,0.0
0.007698171200000381,0.0
0.007898171200001691,0.0
0.008098171199997672,0.0
0.008298171200002313,0.0
0.008498171200000959,0.0
0.008698171199999603,0.0
0.008898171200000025,0.0
0.00909817119999956,0.0
0.009298171199999983,0.0
0.00949817119999996,0.0
0.009698171200001935,0.0
0.009898171199998362,0.0
0.010098171199999895,0.0
0.010298171200001203,0.0
0.010498171199999184,0.0
0.010698171199999162,0.0
0.01089817119999914,0.0
0.011098171200000007,0.0
0.011298171199999985,0.0
0.011498171200001517,0.0
0.011698171199998386,0.0
0.011898171199999918,0.0
0.012098171200000785,0.0
0.012298171199999652,0.0
0.012498171200000296,0.0
0.01269817119999872,0.0
0.012898171200001585,0.0
0.013098171200000008,0.0
0.013298171200001097,0.0
0.013498171199998408,0.0
0.013698171199999498,0.0
0.01389817119999992,0.0
0.014098171199999232,0.0
0.014298171200001208,0.0
0.0144981711999963,0.0
0.014698171200001164,0.0
0.014898171200000032,0.0
0.01509817120000112,0.0
0.015298171199998432,0.0
0.015498171200001076,0.0
0.015698171199999944,0.0
0.015898171199999922,0.0
0.016098171200001676,0.0
0.01629817119999677,0.0
0.0164981712000023,0.0
0.016698171200000056,0.0
0.016898171200000922,0.0
0.0170981711999989,0.0
0.017298171199999986,0.0
0.017498171199999968,0.0
0.017698171199999942,0.0
0.017898171200000368,0.0
0.01809817119999724,0.0
