x,y_zeroed
9.818768768798945e-05,0.0
0.0002981876876875233,0.0
0.0004981876876879454,0.0
0.0006981876876879234,0.0
0.0008981876876839044,0.0
0.0010981876876900996,0.0
0.0012981876876880791,0.0
0.0014981876876885014,0.0
0.0016981876876864808,0.0
0.0018981876876875687,0.0
0.0020981876876879912,0.0
0.0022981876876884133,0.0
0.0024981876876883913,0.0
0.0026981876876848165,0.0
0.002898187687689901,0.0
0.0030981876876883248,0.0
0.0032981876876876366,0.0
0.003498187687686727,0.0
0.003698187687687149,0.0
0.0038981876876889032,0.0
0.004098187687687993,0.0
0.004298187687689303,0.0
0.004498187687683952,0.0
0.004698187687689703,0.0
0.004898187687687239,0.0
0.005098187687688105,0.0
0.005298187687686973,0.0
0.005498187687686729,0.0
0.005698187687688482,0.0
0.005898187687688461,0.0
0.006098187687689105,0.0
0.006298187687683976,0.0
0.006498187687689505,0.0
0.006698187687687929,0.0
0.006898187687687685,0.0
0.0070981876876872185,0.0
0.0072981876876871965,0.0
0.007498187687688063,0.0
0.007698187687688483,0.0
0.007898187687689129,0.0
0.00809818768768511,0.0
0.008298187687689973,0.0
0.00849818768768884,0.0
0.008698187687687708,0.0
0.008898187687687686,0.0
0.009098187687687219,0.0
0.009298187687688086,0.0
0.009498187687688064,0.0
0.009698187687689597,0.0
0.009898187687685578,0.0
0.010098187687687998,0.0
0.010298187687688865,0.0
0.010498187687687288,0.0
0.010698187687687044,0.0
0.010898187687687244,0.0
0.01109818768768811,0.0
0.011298187687688088,0.0
0.01149818768768962,0.0
0.011698187687686044,0.0
0.011898187687688022,0.0
0.012098187687688,0.0
0.012298187687687088,0.0
0.012498187687687956,0.0
0.01269818768768638,0.0
0.012898187687689244,0.0
0.013098187687687888,0.0
0.013298187687688756,0.0
0.013498187687685624,0.0
0.013698187687687156,0.0
0.013898187687688024,0.0
0.014098187687687112,0.0
0.014298187687688868,0.0
0.01449818768768396,0.0
0.014698187687688824,0.0
0.014898187687687692,0.0
0.015098187687689,0.0
0.015298187687686092,0.0
0.015498187687688292,0.0
0.015698187687687604,0.0
0.015898187687688026,0.0
0.016098187687688892,0.0
0.016298187687683985,0.0
0.016498187687690402,0.0
0.016698187687687938,0.0
0.016898187687687916,0.0
0.01709818768768634,0.0
0.017298187687688094,0.0
0.01749818768768807,0.0
0.01769818768768805,0.0
0.017898187687688027,0.0
0.018098187687684897,0.0
0.01829818768768998,0.0
0.01849818768768796,0.0
0.018698187687687936,0.0
0.01889818768768703,0.0
0.01909818768768723,0.0
0.01929818768768876,0.0
0.019498187687688077,0.0
0.01969818768768916,0.0
0.019898187687684032,0.0
0.02009818768768912,0.0
0.020298187687686875,0.0
0.02049818768768752,0.0
0.020698187687687275,0.0
0.02089818768768681,0.0
0.021098187687689007,0.0
0.02129818768768832,0.0
0.021498187687688963,0.0
0.021698187687684056,0.0
0.021898187687689585,0.0
0.022098187687687565,0.0
0.022298187687687095,0.0
0.02249818768768752,0.0
0.022698187687686833,0.0
0.022898187687688365,0.0
0.023098187687688343,0.0
0.023298187687688765,0.0
0.02349818768768519,0.0
0.023698187687690053,0.0
0.02389818768768848,0.0
0.02409818768768712,0.0
0.02429818768768799,0.0
0.0244981876876873,0.0
0.024698187687687945,0.0
0.0248981876876877,0.0
0.02509818768768968,0.0
0.025298187687685655,0.0
0.02549818768768808,0.0
0.0256981876876885,0.0
0.025898187687686924,0.0
0.026098187687687124,0.0
0.02629818768768688,0.0
0.026498187687687524,0.0
0.026698187687687502,0.0
0.026898187687689035,0.0
0.027098187687685904,0.0
0.02729818768768721,0.0
0.027498187687688302,0.0
0.027698187687687167,0.0
0.02789818768768804,0.0
0.028098187687686012,0.0
0.028298187687689103,0.0
0.028498187687687967,0.0
0.02869818768768884,0.0
0.028898187687685702,0.0
0.02909818768768768,0.0
0.029298187687688104,0.0
0.02949818768768697,0.0
0.02969818768768895,0.0
0.029898187687684485,0.0
0.03009818768768846,0.0
0.030298187687687998,0.0
0.030498187687688416,0.0
0.030698187687685508,0.0
0.030898187687687928,0.0
0.031098187687687684,0.0
0.03129818768768766,0.0
0.03149818768768964,0.0
0.031698187687685175,0.0
0.031898187687689594,0.0
0.03209818768768802,0.0
0.03229818768768844,0.0
0.03249818768768641,0.0
0.03269818768768751,0.0
0.03289818768768793,0.0
0.03309818768768791,0.0
0.033298187687688996,0.0
0.03349818768768498,0.0
0.03369818768768962,0.0
0.033898187687688486,0.0
0.034098187687688464,0.0
0.03429818768768711,0.0
0.03449818768768731,0.0
0.03469818768768884,0.0
0.03489818768768771,0.0
0.035098187687689686,0.0
0.035298187687684335,0.0
0.03549818768768964,0.0
0.03569818768768673,0.0
0.035898187687687155,0.0
0.036098187687687126,0.0
0.036298187687686445,0.0
0.03649818768768887,0.0
0.03669818768768796,0.0
0.03689818768768904,0.0
0.03709818768768392,0.0
0.03729818768768967,0.0
0.0374981876876872,0.0
0.03769818768768696,0.0
0.037898187687688045,0.0
0.03809818768768602,0.0
0.038298187687688445,0.0
0.038498187687688874,0.0
0.03869818768768907,0.0
0.038898187687685486,0.0
0.03909818768768969,0.0
0.039298187687689,0.0
0.03949818768768765,0.0
0.03969818768768807,0.0
0.03989818768768672,0.0
0.04009818768768802,0.0
0.040298187687688,0.0
0.040498187687689535,0.0
0.04069818768768552,0.0
0.04089818768768794,0.0
0.0410981876876888,0.0
0.04129818768768678,0.0
0.04149818768768765,0.0
0.04169818768768674,0.0
